,Date,Day(Eng),Day(Nufi),Date (Jour-Mois-Annee),Date (yyyy-mm-dd),Nufi_Date,Nufi_Full_Date
5,May 6 1900,Sunday,Líé'nkwe',06-05-1900,1900 May 06,"līē' 6, Njwēnɑ̌hntà', Ngù' 1900","Líé'nkwe', līē' 6, Njwēnɑ̌hntà', Ngù' 1900"
6,May 7 1900,Monday,Nkɑ́ɑ́tēē,07-05-1900,1900 May 07,"līē' 7, Njwēnɑ̌hntà', Ngù' 1900","Nkɑ́ɑ́tēē, līē' 7, Njwēnɑ̌hntà', Ngù' 1900"
7,May 8 1900,Tuesday,Nshwīe'ko,08-05-1900,1900 May 08,"līē' 8, Njwēnɑ̌hntà', Ngù' 1900","Nshwīe'ko, līē' 8, Njwēnɑ̌hntà', Ngù' 1900"
8,May 9 1900,Wednesday,Ncômntēē,09-05-1900,1900 May 09,"līē' 9, Njwēnɑ̌hntà', Ngù' 1900","Ncômntēē, līē' 9, Njwēnɑ̌hntà', Ngù' 1900"
9,May 10 1900,Thursday,Nzîngū,10-05-1900,1900 May 10,"līē' 10, Njwēnɑ̌hntà', Ngù' 1900","Nzîngū, līē' 10, Njwēnɑ̌hntà', Ngù' 1900"
10,May 11 1900,Friday,Nzîsō,11-05-1900,1900 May 11,"līē' 11, Njwēnɑ̌hntà', Ngù' 1900","Nzîsō, līē' 11, Njwēnɑ̌hntà', Ngù' 1900"
11,May 12 1900,Saturday,Nthʉ̂'kwɑ̀,12-05-1900,1900 May 12,"līē' 12, Njwēnɑ̌hntà', Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 12, Njwēnɑ̌hntà', Ngù' 1900"
12,May 13 1900,Sunday,Nthʉ̂'ntāā,13-05-1900,1900 May 13,"līē' 13, Njwēnɑ̌hntà', Ngù' 1900","Nthʉ̂'ntāā, līē' 13, Njwēnɑ̌hntà', Ngù' 1900"
13,May 14 1900,Monday,Líé'nkwe',14-05-1900,1900 May 14,"līē' 14, Njwēnɑ̌hntà', Ngù' 1900","Líé'nkwe', līē' 14, Njwēnɑ̌hntà', Ngù' 1900"
14,May 15 1900,Tuesday,Nkɑ́ɑ́tēē,15-05-1900,1900 May 15,"līē' 15, Njwēnɑ̌hntà', Ngù' 1900","Nkɑ́ɑ́tēē, līē' 15, Njwēnɑ̌hntà', Ngù' 1900"
15,May 16 1900,Wednesday,Nshwīe'ko,16-05-1900,1900 May 16,"līē' 16, Njwēnɑ̌hntà', Ngù' 1900","Nshwīe'ko, līē' 16, Njwēnɑ̌hntà', Ngù' 1900"
16,May 17 1900,Thursday,Ncômntēē,17-05-1900,1900 May 17,"līē' 17, Njwēnɑ̌hntà', Ngù' 1900","Ncômntēē, līē' 17, Njwēnɑ̌hntà', Ngù' 1900"
17,May 18 1900,Friday,Nzîngū,18-05-1900,1900 May 18,"līē' 18, Njwēnɑ̌hntà', Ngù' 1900","Nzîngū, līē' 18, Njwēnɑ̌hntà', Ngù' 1900"
18,May 19 1900,Saturday,Nzîsō,19-05-1900,1900 May 19,"līē' 19, Njwēnɑ̌hntà', Ngù' 1900","Nzîsō, līē' 19, Njwēnɑ̌hntà', Ngù' 1900"
19,May 20 1900,Sunday,Nthʉ̂'kwɑ̀,20-05-1900,1900 May 20,"līē' 20, Njwēnɑ̌hntà', Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 20, Njwēnɑ̌hntà', Ngù' 1900"
20,May 21 1900,Monday,Nthʉ̂'ntāā,21-05-1900,1900 May 21,"līē' 21, Njwēnɑ̌hntà', Ngù' 1900","Nthʉ̂'ntāā, līē' 21, Njwēnɑ̌hntà', Ngù' 1900"
21,May 22 1900,Tuesday,Líé'nkwe',22-05-1900,1900 May 22,"līē' 22, Njwēnɑ̌hntà', Ngù' 1900","Líé'nkwe', līē' 22, Njwēnɑ̌hntà', Ngù' 1900"
22,May 23 1900,Wednesday,Nkɑ́ɑ́tēē,23-05-1900,1900 May 23,"līē' 23, Njwēnɑ̌hntà', Ngù' 1900","Nkɑ́ɑ́tēē, līē' 23, Njwēnɑ̌hntà', Ngù' 1900"
23,May 24 1900,Thursday,Nshwīe'ko,24-05-1900,1900 May 24,"līē' 24, Njwēnɑ̌hntà', Ngù' 1900","Nshwīe'ko, līē' 24, Njwēnɑ̌hntà', Ngù' 1900"
24,May 25 1900,Friday,Ncômntēē,25-05-1900,1900 May 25,"līē' 25, Njwēnɑ̌hntà', Ngù' 1900","Ncômntēē, līē' 25, Njwēnɑ̌hntà', Ngù' 1900"
25,May 26 1900,Saturday,Nzîngū,26-05-1900,1900 May 26,"līē' 26, Njwēnɑ̌hntà', Ngù' 1900","Nzîngū, līē' 26, Njwēnɑ̌hntà', Ngù' 1900"
26,May 27 1900,Sunday,Nzîsō,27-05-1900,1900 May 27,"līē' 27, Njwēnɑ̌hntà', Ngù' 1900","Nzîsō, līē' 27, Njwēnɑ̌hntà', Ngù' 1900"
27,May 28 1900,Monday,Nthʉ̂'kwɑ̀,28-05-1900,1900 May 28,"līē' 28, Njwēnɑ̌hntà', Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 28, Njwēnɑ̌hntà', Ngù' 1900"
28,May 29 1900,Tuesday,Nthʉ̂'ntāā,29-05-1900,1900 May 29,"līē' 29, Njwēnɑ̌hntà', Ngù' 1900","Nthʉ̂'ntāā, līē' 29, Njwēnɑ̌hntà', Ngù' 1900"
29,May 30 1900,Wednesday,Líé'nkwe',30-05-1900,1900 May 30,"līē' 30, Njwēnɑ̌hntà', Ngù' 1900","Líé'nkwe', līē' 30, Njwēnɑ̌hntà', Ngù' 1900"
30,May 31 1900,Thursday,Nkɑ́ɑ́tēē,31-05-1900,1900 May 31,"līē' 31, Njwēnɑ̌hntà', Ngù' 1900","Nkɑ́ɑ́tēē, līē' 31, Njwēnɑ̌hntà', Ngù' 1900"
0,June 1 1900,Friday,Nshwīe'ko,01-06-1900,1900 June 01,"Ntûmbhì līē', Mòmòshʉ̄, Ngù' 1900","Nshwīe'ko, Ntûmbhì līē', Mòmòshʉ̄, Ngù' 1900"
1,June 2 1900,Saturday,Ncômntēē,02-06-1900,1900 June 02,"līē' 2, Mòmòshʉ̄, Ngù' 1900","Ncômntēē, līē' 2, Mòmòshʉ̄, Ngù' 1900"
2,June 3 1900,Sunday,Nzîngū,03-06-1900,1900 June 03,"līē' 3, Mòmòshʉ̄, Ngù' 1900","Nzîngū, līē' 3, Mòmòshʉ̄, Ngù' 1900"
3,June 4 1900,Monday,Nzîsō,04-06-1900,1900 June 04,"līē' 4, Mòmòshʉ̄, Ngù' 1900","Nzîsō, līē' 4, Mòmòshʉ̄, Ngù' 1900"
4,June 5 1900,Tuesday,Nthʉ̂'kwɑ̀,05-06-1900,1900 June 05,"līē' 5, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 5, Mòmòshʉ̄, Ngù' 1900"
5,June 6 1900,Wednesday,Nthʉ̂'ntāā,06-06-1900,1900 June 06,"līē' 6, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'ntāā, līē' 6, Mòmòshʉ̄, Ngù' 1900"
6,June 7 1900,Thursday,Líé'nkwe',07-06-1900,1900 June 07,"līē' 7, Mòmòshʉ̄, Ngù' 1900","Líé'nkwe', līē' 7, Mòmòshʉ̄, Ngù' 1900"
7,June 8 1900,Friday,Nkɑ́ɑ́tēē,08-06-1900,1900 June 08,"līē' 8, Mòmòshʉ̄, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 8, Mòmòshʉ̄, Ngù' 1900"
8,June 9 1900,Saturday,Nshwīe'ko,09-06-1900,1900 June 09,"līē' 9, Mòmòshʉ̄, Ngù' 1900","Nshwīe'ko, līē' 9, Mòmòshʉ̄, Ngù' 1900"
9,June 10 1900,Sunday,Ncômntēē,10-06-1900,1900 June 10,"līē' 10, Mòmòshʉ̄, Ngù' 1900","Ncômntēē, līē' 10, Mòmòshʉ̄, Ngù' 1900"
10,June 11 1900,Monday,Nzîngū,11-06-1900,1900 June 11,"līē' 11, Mòmòshʉ̄, Ngù' 1900","Nzîngū, līē' 11, Mòmòshʉ̄, Ngù' 1900"
11,June 12 1900,Tuesday,Nzîsō,12-06-1900,1900 June 12,"līē' 12, Mòmòshʉ̄, Ngù' 1900","Nzîsō, līē' 12, Mòmòshʉ̄, Ngù' 1900"
12,June 13 1900,Wednesday,Nthʉ̂'kwɑ̀,13-06-1900,1900 June 13,"līē' 13, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 13, Mòmòshʉ̄, Ngù' 1900"
13,June 14 1900,Thursday,Nthʉ̂'ntāā,14-06-1900,1900 June 14,"līē' 14, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'ntāā, līē' 14, Mòmòshʉ̄, Ngù' 1900"
14,June 15 1900,Friday,Líé'nkwe',15-06-1900,1900 June 15,"līē' 15, Mòmòshʉ̄, Ngù' 1900","Líé'nkwe', līē' 15, Mòmòshʉ̄, Ngù' 1900"
15,June 16 1900,Saturday,Nkɑ́ɑ́tēē,16-06-1900,1900 June 16,"līē' 16, Mòmòshʉ̄, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 16, Mòmòshʉ̄, Ngù' 1900"
16,June 17 1900,Sunday,Nshwīe'ko,17-06-1900,1900 June 17,"līē' 17, Mòmòshʉ̄, Ngù' 1900","Nshwīe'ko, līē' 17, Mòmòshʉ̄, Ngù' 1900"
17,June 18 1900,Monday,Ncômntēē,18-06-1900,1900 June 18,"līē' 18, Mòmòshʉ̄, Ngù' 1900","Ncômntēē, līē' 18, Mòmòshʉ̄, Ngù' 1900"
18,June 19 1900,Tuesday,Nzîngū,19-06-1900,1900 June 19,"līē' 19, Mòmòshʉ̄, Ngù' 1900","Nzîngū, līē' 19, Mòmòshʉ̄, Ngù' 1900"
19,June 20 1900,Wednesday,Nzîsō,20-06-1900,1900 June 20,"līē' 20, Mòmòshʉ̄, Ngù' 1900","Nzîsō, līē' 20, Mòmòshʉ̄, Ngù' 1900"
20,June 21 1900,Thursday,Nthʉ̂'kwɑ̀,21-06-1900,1900 June 21,"līē' 21, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 21, Mòmòshʉ̄, Ngù' 1900"
21,June 22 1900,Friday,Nthʉ̂'ntāā,22-06-1900,1900 June 22,"līē' 22, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'ntāā, līē' 22, Mòmòshʉ̄, Ngù' 1900"
22,June 23 1900,Saturday,Líé'nkwe',23-06-1900,1900 June 23,"līē' 23, Mòmòshʉ̄, Ngù' 1900","Líé'nkwe', līē' 23, Mòmòshʉ̄, Ngù' 1900"
23,June 24 1900,Sunday,Nkɑ́ɑ́tēē,24-06-1900,1900 June 24,"līē' 24, Mòmòshʉ̄, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 24, Mòmòshʉ̄, Ngù' 1900"
24,June 25 1900,Monday,Nshwīe'ko,25-06-1900,1900 June 25,"līē' 25, Mòmòshʉ̄, Ngù' 1900","Nshwīe'ko, līē' 25, Mòmòshʉ̄, Ngù' 1900"
25,June 26 1900,Tuesday,Ncômntēē,26-06-1900,1900 June 26,"līē' 26, Mòmòshʉ̄, Ngù' 1900","Ncômntēē, līē' 26, Mòmòshʉ̄, Ngù' 1900"
26,June 27 1900,Wednesday,Nzîngū,27-06-1900,1900 June 27,"līē' 27, Mòmòshʉ̄, Ngù' 1900","Nzîngū, līē' 27, Mòmòshʉ̄, Ngù' 1900"
27,June 28 1900,Thursday,Nzîsō,28-06-1900,1900 June 28,"līē' 28, Mòmòshʉ̄, Ngù' 1900","Nzîsō, līē' 28, Mòmòshʉ̄, Ngù' 1900"
28,June 29 1900,Friday,Nthʉ̂'kwɑ̀,29-06-1900,1900 June 29,"līē' 29, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 29, Mòmòshʉ̄, Ngù' 1900"
29,June 30 1900,Saturday,Nthʉ̂'ntāā,30-06-1900,1900 June 30,"līē' 30, Mòmòshʉ̄, Ngù' 1900","Nthʉ̂'ntāā, līē' 30, Mòmòshʉ̄, Ngù' 1900"
0,July 1 1900,Sunday,Líé'nkwe',01-07-1900,1900 July 01,"Ntûmbhì līē', Ntûmbhìngòfāt, Ngù' 1900","Líé'nkwe', Ntûmbhì līē', Ntûmbhìngòfāt, Ngù' 1900"
1,July 2 1900,Monday,Nkɑ́ɑ́tēē,02-07-1900,1900 July 02,"līē' 2, Ntûmbhìngòfāt, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 2, Ntûmbhìngòfāt, Ngù' 1900"
2,July 3 1900,Tuesday,Nshwīe'ko,03-07-1900,1900 July 03,"līē' 3, Ntûmbhìngòfāt, Ngù' 1900","Nshwīe'ko, līē' 3, Ntûmbhìngòfāt, Ngù' 1900"
3,July 4 1900,Wednesday,Ncômntēē,04-07-1900,1900 July 04,"līē' 4, Ntûmbhìngòfāt, Ngù' 1900","Ncômntēē, līē' 4, Ntûmbhìngòfāt, Ngù' 1900"
4,July 5 1900,Thursday,Nzîngū,05-07-1900,1900 July 05,"līē' 5, Ntûmbhìngòfāt, Ngù' 1900","Nzîngū, līē' 5, Ntûmbhìngòfāt, Ngù' 1900"
5,July 6 1900,Friday,Nzîsō,06-07-1900,1900 July 06,"līē' 6, Ntûmbhìngòfāt, Ngù' 1900","Nzîsō, līē' 6, Ntûmbhìngòfāt, Ngù' 1900"
6,July 7 1900,Saturday,Nthʉ̂'kwɑ̀,07-07-1900,1900 July 07,"līē' 7, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 7, Ntûmbhìngòfāt, Ngù' 1900"
7,July 8 1900,Sunday,Nthʉ̂'ntāā,08-07-1900,1900 July 08,"līē' 8, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'ntāā, līē' 8, Ntûmbhìngòfāt, Ngù' 1900"
8,July 9 1900,Monday,Líé'nkwe',09-07-1900,1900 July 09,"līē' 9, Ntûmbhìngòfāt, Ngù' 1900","Líé'nkwe', līē' 9, Ntûmbhìngòfāt, Ngù' 1900"
9,July 10 1900,Tuesday,Nkɑ́ɑ́tēē,10-07-1900,1900 July 10,"līē' 10, Ntûmbhìngòfāt, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 10, Ntûmbhìngòfāt, Ngù' 1900"
10,July 11 1900,Wednesday,Nshwīe'ko,11-07-1900,1900 July 11,"līē' 11, Ntûmbhìngòfāt, Ngù' 1900","Nshwīe'ko, līē' 11, Ntûmbhìngòfāt, Ngù' 1900"
11,July 12 1900,Thursday,Ncômntēē,12-07-1900,1900 July 12,"līē' 12, Ntûmbhìngòfāt, Ngù' 1900","Ncômntēē, līē' 12, Ntûmbhìngòfāt, Ngù' 1900"
12,July 13 1900,Friday,Nzîngū,13-07-1900,1900 July 13,"līē' 13, Ntûmbhìngòfāt, Ngù' 1900","Nzîngū, līē' 13, Ntûmbhìngòfāt, Ngù' 1900"
13,July 14 1900,Saturday,Nzîsō,14-07-1900,1900 July 14,"līē' 14, Ntûmbhìngòfāt, Ngù' 1900","Nzîsō, līē' 14, Ntûmbhìngòfāt, Ngù' 1900"
14,July 15 1900,Sunday,Nthʉ̂'kwɑ̀,15-07-1900,1900 July 15,"līē' 15, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 15, Ntûmbhìngòfāt, Ngù' 1900"
15,July 16 1900,Monday,Nthʉ̂'ntāā,16-07-1900,1900 July 16,"līē' 16, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'ntāā, līē' 16, Ntûmbhìngòfāt, Ngù' 1900"
16,July 17 1900,Tuesday,Líé'nkwe',17-07-1900,1900 July 17,"līē' 17, Ntûmbhìngòfāt, Ngù' 1900","Líé'nkwe', līē' 17, Ntûmbhìngòfāt, Ngù' 1900"
17,July 18 1900,Wednesday,Nkɑ́ɑ́tēē,18-07-1900,1900 July 18,"līē' 18, Ntûmbhìngòfāt, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 18, Ntûmbhìngòfāt, Ngù' 1900"
18,July 19 1900,Thursday,Nshwīe'ko,19-07-1900,1900 July 19,"līē' 19, Ntûmbhìngòfāt, Ngù' 1900","Nshwīe'ko, līē' 19, Ntûmbhìngòfāt, Ngù' 1900"
19,July 20 1900,Friday,Ncômntēē,20-07-1900,1900 July 20,"līē' 20, Ntûmbhìngòfāt, Ngù' 1900","Ncômntēē, līē' 20, Ntûmbhìngòfāt, Ngù' 1900"
20,July 21 1900,Saturday,Nzîngū,21-07-1900,1900 July 21,"līē' 21, Ntûmbhìngòfāt, Ngù' 1900","Nzîngū, līē' 21, Ntûmbhìngòfāt, Ngù' 1900"
21,July 22 1900,Sunday,Nzîsō,22-07-1900,1900 July 22,"līē' 22, Ntûmbhìngòfāt, Ngù' 1900","Nzîsō, līē' 22, Ntûmbhìngòfāt, Ngù' 1900"
22,July 23 1900,Monday,Nthʉ̂'kwɑ̀,23-07-1900,1900 July 23,"līē' 23, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 23, Ntûmbhìngòfāt, Ngù' 1900"
23,July 24 1900,Tuesday,Nthʉ̂'ntāā,24-07-1900,1900 July 24,"līē' 24, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'ntāā, līē' 24, Ntûmbhìngòfāt, Ngù' 1900"
24,July 25 1900,Wednesday,Líé'nkwe',25-07-1900,1900 July 25,"līē' 25, Ntûmbhìngòfāt, Ngù' 1900","Líé'nkwe', līē' 25, Ntûmbhìngòfāt, Ngù' 1900"
25,July 26 1900,Thursday,Nkɑ́ɑ́tēē,26-07-1900,1900 July 26,"līē' 26, Ntûmbhìngòfāt, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 26, Ntûmbhìngòfāt, Ngù' 1900"
26,July 27 1900,Friday,Nshwīe'ko,27-07-1900,1900 July 27,"līē' 27, Ntûmbhìngòfāt, Ngù' 1900","Nshwīe'ko, līē' 27, Ntûmbhìngòfāt, Ngù' 1900"
27,July 28 1900,Saturday,Ncômntēē,28-07-1900,1900 July 28,"līē' 28, Ntûmbhìngòfāt, Ngù' 1900","Ncômntēē, līē' 28, Ntûmbhìngòfāt, Ngù' 1900"
28,July 29 1900,Sunday,Nzîngū,29-07-1900,1900 July 29,"līē' 29, Ntûmbhìngòfāt, Ngù' 1900","Nzîngū, līē' 29, Ntûmbhìngòfāt, Ngù' 1900"
29,July 30 1900,Monday,Nzîsō,30-07-1900,1900 July 30,"līē' 30, Ntûmbhìngòfāt, Ngù' 1900","Nzîsō, līē' 30, Ntûmbhìngòfāt, Ngù' 1900"
30,July 31 1900,Tuesday,Nthʉ̂'kwɑ̀,31-07-1900,1900 July 31,"līē' 31, Ntûmbhìngòfāt, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 31, Ntûmbhìngòfāt, Ngù' 1900"
0,August 1 1900,Wednesday,Nthʉ̂'ntāā,01-08-1900,1900 August 01,"Ntûmbhì līē', Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'ntāā, Ntûmbhì līē', Mɑ̂ngà'nshì, Ngù' 1900"
1,August 2 1900,Thursday,Líé'nkwe',02-08-1900,1900 August 02,"līē' 2, Mɑ̂ngà'nshì, Ngù' 1900","Líé'nkwe', līē' 2, Mɑ̂ngà'nshì, Ngù' 1900"
2,August 3 1900,Friday,Nkɑ́ɑ́tēē,03-08-1900,1900 August 03,"līē' 3, Mɑ̂ngà'nshì, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 3, Mɑ̂ngà'nshì, Ngù' 1900"
3,August 4 1900,Saturday,Nshwīe'ko,04-08-1900,1900 August 04,"līē' 4, Mɑ̂ngà'nshì, Ngù' 1900","Nshwīe'ko, līē' 4, Mɑ̂ngà'nshì, Ngù' 1900"
4,August 5 1900,Sunday,Ncômntēē,05-08-1900,1900 August 05,"līē' 5, Mɑ̂ngà'nshì, Ngù' 1900","Ncômntēē, līē' 5, Mɑ̂ngà'nshì, Ngù' 1900"
5,August 6 1900,Monday,Nzîngū,06-08-1900,1900 August 06,"līē' 6, Mɑ̂ngà'nshì, Ngù' 1900","Nzîngū, līē' 6, Mɑ̂ngà'nshì, Ngù' 1900"
6,August 7 1900,Tuesday,Nzîsō,07-08-1900,1900 August 07,"līē' 7, Mɑ̂ngà'nshì, Ngù' 1900","Nzîsō, līē' 7, Mɑ̂ngà'nshì, Ngù' 1900"
7,August 8 1900,Wednesday,Nthʉ̂'kwɑ̀,08-08-1900,1900 August 08,"līē' 8, Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 8, Mɑ̂ngà'nshì, Ngù' 1900"
8,August 9 1900,Thursday,Nthʉ̂'ntāā,09-08-1900,1900 August 09,"līē' 9, Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'ntāā, līē' 9, Mɑ̂ngà'nshì, Ngù' 1900"
9,August 10 1900,Friday,Líé'nkwe',10-08-1900,1900 August 10,"līē' 10, Mɑ̂ngà'nshì, Ngù' 1900","Líé'nkwe', līē' 10, Mɑ̂ngà'nshì, Ngù' 1900"
10,August 11 1900,Saturday,Nkɑ́ɑ́tēē,11-08-1900,1900 August 11,"līē' 11, Mɑ̂ngà'nshì, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 11, Mɑ̂ngà'nshì, Ngù' 1900"
11,August 12 1900,Sunday,Nshwīe'ko,12-08-1900,1900 August 12,"līē' 12, Mɑ̂ngà'nshì, Ngù' 1900","Nshwīe'ko, līē' 12, Mɑ̂ngà'nshì, Ngù' 1900"
12,August 13 1900,Monday,Ncômntēē,13-08-1900,1900 August 13,"līē' 13, Mɑ̂ngà'nshì, Ngù' 1900","Ncômntēē, līē' 13, Mɑ̂ngà'nshì, Ngù' 1900"
13,August 14 1900,Tuesday,Nzîngū,14-08-1900,1900 August 14,"līē' 14, Mɑ̂ngà'nshì, Ngù' 1900","Nzîngū, līē' 14, Mɑ̂ngà'nshì, Ngù' 1900"
14,August 15 1900,Wednesday,Nzîsō,15-08-1900,1900 August 15,"līē' 15, Mɑ̂ngà'nshì, Ngù' 1900","Nzîsō, līē' 15, Mɑ̂ngà'nshì, Ngù' 1900"
15,August 16 1900,Thursday,Nthʉ̂'kwɑ̀,16-08-1900,1900 August 16,"līē' 16, Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 16, Mɑ̂ngà'nshì, Ngù' 1900"
16,August 17 1900,Friday,Nthʉ̂'ntāā,17-08-1900,1900 August 17,"līē' 17, Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'ntāā, līē' 17, Mɑ̂ngà'nshì, Ngù' 1900"
17,August 18 1900,Saturday,Líé'nkwe',18-08-1900,1900 August 18,"līē' 18, Mɑ̂ngà'nshì, Ngù' 1900","Líé'nkwe', līē' 18, Mɑ̂ngà'nshì, Ngù' 1900"
18,August 19 1900,Sunday,Nkɑ́ɑ́tēē,19-08-1900,1900 August 19,"līē' 19, Mɑ̂ngà'nshì, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 19, Mɑ̂ngà'nshì, Ngù' 1900"
19,August 20 1900,Monday,Nshwīe'ko,20-08-1900,1900 August 20,"līē' 20, Mɑ̂ngà'nshì, Ngù' 1900","Nshwīe'ko, līē' 20, Mɑ̂ngà'nshì, Ngù' 1900"
20,August 21 1900,Tuesday,Ncômntēē,21-08-1900,1900 August 21,"līē' 21, Mɑ̂ngà'nshì, Ngù' 1900","Ncômntēē, līē' 21, Mɑ̂ngà'nshì, Ngù' 1900"
21,August 22 1900,Wednesday,Nzîngū,22-08-1900,1900 August 22,"līē' 22, Mɑ̂ngà'nshì, Ngù' 1900","Nzîngū, līē' 22, Mɑ̂ngà'nshì, Ngù' 1900"
22,August 23 1900,Thursday,Nzîsō,23-08-1900,1900 August 23,"līē' 23, Mɑ̂ngà'nshì, Ngù' 1900","Nzîsō, līē' 23, Mɑ̂ngà'nshì, Ngù' 1900"
23,August 24 1900,Friday,Nthʉ̂'kwɑ̀,24-08-1900,1900 August 24,"līē' 24, Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 24, Mɑ̂ngà'nshì, Ngù' 1900"
24,August 25 1900,Saturday,Nthʉ̂'ntāā,25-08-1900,1900 August 25,"līē' 25, Mɑ̂ngà'nshì, Ngù' 1900","Nthʉ̂'ntāā, līē' 25, Mɑ̂ngà'nshì, Ngù' 1900"
25,August 26 1900,Sunday,Líé'nkwe',26-08-1900,1900 August 26,"līē' 26, Mɑ̂ngà'nshì, Ngù' 1900","Líé'nkwe', līē' 26, Mɑ̂ngà'nshì, Ngù' 1900"
26,August 27 1900,Monday,Nkɑ́ɑ́tēē,27-08-1900,1900 August 27,"līē' 27, Mɑ̂ngà'nshì, Ngù' 1900","Nkɑ́ɑ́tēē, līē' 27, Mɑ̂ngà'nshì, Ngù' 1900"
27,August 28 1900,Tuesday,Nshwīe'ko,28-08-1900,1900 August 28,"līē' 28, Mɑ̂ngà'nshì, Ngù' 1900","Nshwīe'ko, līē' 28, Mɑ̂ngà'nshì, Ngù' 1900"
28,August 29 1900,Wednesday,Ncômntēē,29-08-1900,1900 August 29,"līē' 29, Mɑ̂ngà'nshì, Ngù' 1900","Ncômntēē, līē' 29, Mɑ̂ngà'nshì, Ngù' 1900"
29,August 30 1900,Thursday,Nzîngū,30-08-1900,1900 August 30,"līē' 30, Mɑ̂ngà'nshì, Ngù' 1900","Nzîngū, līē' 30, Mɑ̂ngà'nshì, Ngù' 1900"
30,August 31 1900,Friday,Nzîsō,31-08-1900,1900 August 31,"līē' 31, Mɑ̂ngà'nshì, Ngù' 1900","Nzîsō, līē' 31, Mɑ̂ngà'nshì, Ngù' 1900"
0,September 1 1900,Saturday,Nthʉ̂'kwɑ̀,01-09-1900,1900 September 01,"Ntûmbhì līē', Kùkū', Ngù' 1900","Nthʉ̂'kwɑ̀, Ntûmbhì līē', Kùkū', Ngù' 1900"
1,September 2 1900,Sunday,Nthʉ̂'ntāā,02-09-1900,1900 September 02,"līē' 2, Kùkū', Ngù' 1900","Nthʉ̂'ntāā, līē' 2, Kùkū', Ngù' 1900"
2,September 3 1900,Monday,Líé'nkwe',03-09-1900,1900 September 03,"līē' 3, Kùkū', Ngù' 1900","Líé'nkwe', līē' 3, Kùkū', Ngù' 1900"
3,September 4 1900,Tuesday,Nkɑ́ɑ́tēē,04-09-1900,1900 September 04,"līē' 4, Kùkū', Ngù' 1900","Nkɑ́ɑ́tēē, līē' 4, Kùkū', Ngù' 1900"
4,September 5 1900,Wednesday,Nshwīe'ko,05-09-1900,1900 September 05,"līē' 5, Kùkū', Ngù' 1900","Nshwīe'ko, līē' 5, Kùkū', Ngù' 1900"
5,September 6 1900,Thursday,Ncômntēē,06-09-1900,1900 September 06,"līē' 6, Kùkū', Ngù' 1900","Ncômntēē, līē' 6, Kùkū', Ngù' 1900"
6,September 7 1900,Friday,Nzîngū,07-09-1900,1900 September 07,"līē' 7, Kùkū', Ngù' 1900","Nzîngū, līē' 7, Kùkū', Ngù' 1900"
7,September 8 1900,Saturday,Nzîsō,08-09-1900,1900 September 08,"līē' 8, Kùkū', Ngù' 1900","Nzîsō, līē' 8, Kùkū', Ngù' 1900"
8,September 9 1900,Sunday,Nthʉ̂'kwɑ̀,09-09-1900,1900 September 09,"līē' 9, Kùkū', Ngù' 1900","Nthʉ̂'kwɑ̀, līē' 9, Kùkū', Ngù' 1900"
9,September 10 1900,Monday,Nthʉ̂'ntāā,10-09-1900,1900 September 10,"līē' 10, Kùkū', Ngù' 1900","Nthʉ̂'ntāā, līē' 10, Kùkū', Ngù' 1900"
